alpha	3.235023	2.682145	3.816506	3.041787	1.880814	3.52866	2.900913	2.307496	4.367151	4.112236	2.468347	3.879784	4.134655	3.31639	2.143015	2.862131	3.335658	3.080626	3.632255	0.477121	2.608526	1.770852	3.124504	3.133539	1.653213	2.805501	1.568202	2.30963	1.568202
alpha	3.79706	3.209515	4.474449	3.731186	2.498311	4.1825	3.512551	2.89098	5.128726	4.873582	3.257198	4.659108	4.874128	4.112806	2.754348	3.595827	4.113643	3.856668	4.350481	1.544068	3.304491	2.495544	3.854124	3.861176	2.344392	3.481729	2.187521	2.962369	2.167317
alpha	3.477266	2.899821	4.142734	3.446071	2.146128	3.86362	3.186391	2.576341	4.782566	4.581938	3.137354	4.338974	4.546518	3.870404	2.41162	3.256718	3.805908	3.553519	4.012669	1.041393	2.940018	2.220108	3.537567	3.512951	1.924279	3.146748	1.929419	2.630428	1.826075
alpha	3.510411	2.919601	4.173885	3.452553	2.305351	3.868586	3.181558	2.588832	4.803109	4.582813	3.025306	4.322695	4.560026	3.824646	2.403121	3.403464	3.781899	3.500648	4.005181	1.255273	3.079904	2.209515	3.541579	3.485579	2.152288	3.118265	1.886491	2.612784	1.892095
alpha	3.414639	2.947924	4.055378	3.214844	2.113943	3.803321	3.231724	2.70757	4.652942	4.346979	2.523746	4.180642	4.486685	3.587149	2.283301	3.166134	3.660296	3.434729	4.010342	1.041393	2.961895	2.10721	3.521007	3.545431	1.991226	3.240549	1.845098	2.793092	2.060698
alpha	3.407221	2.853698	4.061415	3.285782	2.025306	3.797406	3.159868	2.535294	4.683731	4.423917	2.737193	4.257655	4.467179	3.654754	2.367356	3.070776	3.728354	3.479719	3.971879	0.30103	2.825426	2.127105	3.465234	3.520745	1.826075	3.145507	1.826075	2.598791	1.799341
alpha	3.326541	2.83123	3.949292	3.15412	2	3.675137	3.080266	2.563481	4.529802	4.266749	2.562293	4.023376	4.346451	3.487138	2.060698	3.101403	3.497206	3.257198	3.83302	0.69897	2.753583	2.045323	3.361161	3.335458	1.812913	3.049606	1.662758	2.613842	1.913814
alpha	3.251151	2.750508	3.896526	3.113609	1.832509	3.635081	3.017451	2.49276	4.497137	4.254524	2.582063	4.041787	4.319772	3.508934	2.149219	2.961895	3.510411	3.294687	3.806587	1.041393	2.647383	1.934498	3.350442	3.319938	1.633468	3.021603	1.518514	2.540329	1.845098
alpha	3.563837	3.032216	4.208253	3.450403	2.155336	3.947973	3.317018	2.747412	4.82154	4.559751	2.946943	4.366049	4.614686	3.831037	2.437751	3.232488	3.852236	3.607026	4.112906	0.69897	2.96426	2.264818	3.640382	3.640283	1.934498	3.299943	1.939519	2.816904	2.049218
alpha	3.324077	2.80956	3.972295	3.166726	1.919078	3.709863	3.099681	2.541579	4.582007	4.297673	2.575188	4.103975	4.394417	3.509874	2.158362	3.003891	3.583312	3.344196	3.885361	0.778151	2.736397	2.025306	3.418467	3.421768	1.690196	3.096215	1.633468	2.627366	1.845098
alpha	3.215902	2.770115	3.798513	2.940018	1.755875	3.535547	2.991226	2.506505	4.341039	4.037785	2.352183	3.820136	4.178373	3.223496	1.892095	2.79379	3.262925	3.057666	3.677881	0.69897	2.510545	1.662758	3.222456	3.207634	1.462398	2.948902	1.39794	2.563481	1.851258
alpha	3.217747	2.764923	3.815777	2.998259	1.792392	3.561459	3.005609	2.509203	4.378906	4.101438	2.434569	3.862668	4.206286	3.330414	2.041393	2.836324	3.365675	3.147985	3.714749	0.778151	2.531479	1.740363	3.245513	3.269279	1.531479	2.974972	1.414973	2.571709	1.845098
alpha	3.215373	2.757396	3.811508	2.974051	1.886491	3.5358	2.978637	2.498311	4.366404	4.079109	2.4133	3.829561	4.198162	3.264582	1.838849	2.96708	3.293141	3.041787	3.683137	1.041393	2.646404	1.70757	3.235276	3.190332	1.612784	2.946943	1.322219	2.552668	1.851258
alpha	3.214844	2.764176	3.813114	2.984527	1.748188	3.571243	3.009876	2.511883	4.376705	4.082426	2.32838	3.898012	4.213119	3.324282	2.064458	2.756636	3.399501	3.187521	3.726809	0.477121	2.567026	1.732394	3.269046	3.275311	1.447158	2.987666	1.477121	2.579784	1.845098
alpha	3.459091	2.954243	4.115244	3.279895	2.064458	3.849112	3.246006	2.696356	4.730693	4.416358	2.563481	4.240948	4.547984	3.631545	2.352183	3.137987	3.709185	3.482159	4.038024	0.69897	2.909021	2.136721	3.562412	3.558829	1.880814	3.23477	1.851258	2.779596	2.025306
alpha	3.548758	3.029384	4.213358	3.424065	2.11059	3.910944	3.280806	2.777427	4.835221	4.588238	2.936514	4.305072	4.630285	3.774298	2.382017	3.237041	3.760347	3.492201	4.078638	1.176091	2.930949	2.10721	3.633771	3.548389	1.832509	3.265761	1.50515	2.843233	2.130334
alpha	3.366983	2.838849	3.984347	3.225568	1.995635	3.731428	3.098298	2.52763	4.567755	4.316453	2.681241	4.127558	4.386089	3.58625	2.298853	3.033424	3.616686	3.370883	3.849788	0.60206	2.793092	1.959041	3.40841	3.404663	1.845098	3.04883	1.643453	2.575188	1.832509
alpha	3.033826	2.711807	3.490099	2.447158	1.462398	3.33163	2.926857	2.465383	3.915294	3.317018	1.69897	3.383995	3.824191	2.694605	1.342423	2.170262	2.87564	2.836957	3.518382	0.477121	2.082785	1.579784	2.970347	3.116276	1.361728	2.905796	1.477121	2.521138	1.812913
alpha	3.271842	2.769377	3.892429	3.118595	1.857332	3.636789	3.012415	2.487138	4.474114	4.225929	2.594393	4.02547	4.294907	3.47041	2.093422	2.902003	3.493179	3.269279	3.766785	0.90309	2.640481	1.819544	3.322839	3.310056	1.690196	2.968483	1.531479	2.523746	1.812913
alpha	3.538574	2.997823	4.214764	3.429106	2.103804	3.934801	3.282169	2.717671	4.862811	4.595187	2.895423	4.399414	4.648477	3.818885	2.392697	3.202488	3.842921	3.611086	4.106259	0.90309	2.959041	2.143015	3.638689	3.618153	1.851258	3.258637	1.863323	2.783189	2.049218
alpha	3.306639	2.748963	3.943841	3.194237	2.017033	3.677516	3.03862	2.432969	4.541542	4.295259	2.668386	4.117536	4.334072	3.536937	2.247973	3.054996	3.598791	3.325105	3.827757	0.477121	2.823474	2.033424	3.33163	3.376577	1.748188	3.01494	1.812913	2.491362	1.732394
alpha	3.519303	2.903633	4.1983	3.492481	2.294466	3.876795	3.199481	2.539076	4.849683	4.646678	3.103804	4.359171	4.579829	3.855519	2.528917	3.411451	3.820004	3.518909	4.030478	1.20412	3.047664	2.318063	3.491782	3.529045	2.100371	3.124504	2	2.579784	1.799341
alpha	3.418301	2.924279	4.067257	3.231979	1.934498	3.779163	3.178689	2.681241	4.673159	4.37916	2.634477	4.136245	4.487025	3.579669	2.161368	3.024486	3.587823	3.345178	3.962511	0.845098	2.757396	1.954243	3.507991	3.438067	1.623249	3.165244	1.380211	2.752816	2.041393
alpha	3.760573	3.173186	4.476904	3.72049	2.462398	4.177911	3.50853	2.874482	5.173422	4.909572	3.251151	4.692644	4.911115	4.128108	2.803457	3.594503	4.134814	3.881042	4.385034	1.176091	3.31597	2.525045	3.864392	3.882809	2.294466	3.511482	2.305351	2.949878	2.152288
alpha	3.444045	2.877371	4.079977	3.340841	2.20412	3.798651	3.134496	2.536558	4.697046	4.451034	2.835056	4.233199	4.457216	3.691524	2.382017	3.246252	3.688598	3.443889	3.915241	0.90309	2.980458	2.117271	3.453624	3.427973	2.064458	3.072985	1.892095	2.553883	1.80618
alpha	3.575534	3.035029	4.225206	3.462248	2.227887	3.956553	3.327359	2.737987	4.842909	4.580754	2.963788	4.383205	4.630733	3.827499	2.485721	3.302547	3.864808	3.61742	4.126845	0.954243	3.021189	2.278754	3.635081	3.659441	2.045323	3.29292	2.012837	2.810233	2.045323
alpha	3.733598	3.163758	4.425306	3.650016	2.378398	4.123525	3.465085	2.864511	5.098062	4.829284	3.145818	4.60309	4.84206	4.018492	2.701568	3.480869	4.033182	3.783975	4.303304	1.322219	3.190612	2.444045	3.804957	3.811642	2.176091	3.449787	2.152288	2.930949	2.143015
alpha	3.476832	2.948413	4.156731	3.357935	2.071882	3.873437	3.249443	2.68842	4.802096	4.535028	2.802774	4.320873	4.591165	3.737113	2.38739	3.202761	3.780101	3.522444	4.074195	0.778151	2.916454	2.149219	3.586024	3.589615	1.892095	3.254306	1.778151	2.778874	2.025306
alpha	3.457579	2.943495	4.091667	3.342817	2.0086	3.829175	3.210319	2.659916	4.699612	4.453349	2.849419	4.217616	4.494864	3.724112	2.32838	3.117603	3.718834	3.471292	3.981547	0.69897	2.79588	2.117271	3.519697	3.509606	1.732394	3.170848	1.838849	2.717671	1.968483
alpha	3.472756	2.890421	4.137481	3.403292	2.214844	3.85382	3.193681	2.564666	4.775377	4.53414	2.945961	4.30897	4.534407	3.779957	2.466868	3.304491	3.79588	3.526727	4.013722	1	3.016197	2.209515	3.516932	3.533009	1.954243	3.155336	1.995635	2.639486	1.812913
alpha	3.283753	2.747412	3.911797	3.15351	1.908485	3.634376	2.986772	2.450249	4.49578	4.259689	2.632457	4.017492	4.295765	3.503518	2.127105	3.005181	3.49485	3.232742	3.750817	0.90309	2.703291	1.845098	3.323458	3.251395	1.643453	2.935507	1.579784	2.4843	1.778151
alpha	3.277609	2.766413	3.88728	3.147676	1.826075	3.634376	3.009876	2.474216	4.476832	4.223859	2.673942	4.016824	4.270679	3.524785	2.09691	2.881955	3.523616	3.265996	3.747101	0.477121	2.617	1.929419	3.320562	3.284431	1.477121	2.975891	1.60206	2.515874	1.792392
alpha	3.077004	2.664642	3.611192	2.736397	1.50515	3.406199	2.887054	2.396199	4.100612	3.767749	1.973128	3.663701	3.989895	3.043755	1.690196	2.371068	3.156549	2.982271	3.557146	0.30103	2.206826	1.653213	3.085647	3.115278	1.278754	2.865104	1.414973	2.445604	1.740363
alpha	3.552303	2.950851	4.223002	3.4929	2.30963	3.916033	3.244277	2.592177	4.866913	4.634518	3.061829	4.390281	4.606478	3.850952	2.575188	3.411956	3.841297	3.559308	4.063146	1.255273	3.087426	2.25042	3.55145	3.591176	2.093422	3.173478	2.060698	2.636488	1.799341
alpha	3.526856	2.966142	4.188928	3.478999	2.201397	3.923814	3.260787	2.653213	4.827065	4.612434	3.090963	4.392697	4.602006	3.900968	2.49693	3.306211	3.873146	3.625724	4.076786	0.954243	3.003029	2.267172	3.604442	3.600428	2.017033	3.231979	2.021189	2.69897	1.919078
alpha	3.635383	3.061075	4.268203	3.527888	2.320146	3.961326	3.297761	2.717671	4.881276	4.644153	3.080626	4.37767	4.625127	3.869232	2.428135	3.382557	3.816506	3.562887	4.079724	1.255273	3.049993	2.187521	3.603036	3.560385	2.09691	3.217221	2	2.748963	1.991226
alpha	3.426836	2.907949	4.01473	3.254306	2.017033	3.744528	3.127429	2.583199	4.575903	4.333427	2.796574	4.089022	4.380591	3.583085	2.252853	3.019532	3.580355	3.323046	3.853516	0.778151	2.762679	2.056905	3.411114	3.374565	1.70757	3.063709	1.69897	2.611723	1.880814
alpha	3.341039	2.745075	3.986503	3.279439	2.170262	3.696007	3.022841	2.382017	4.598801	4.389042	2.864511	4.15091	4.359133	3.645324	2.350248	3.228913	3.621176	3.358316	3.830653	1.041393	2.914872	2.127105	3.31513	3.34262	2.037426	2.950365	1.880814	2.385606	1.633468
alpha	3.361917	2.807535	4.005181	3.249443	2.033424	3.72811	3.089552	2.489958	4.62388	4.365769	2.729165	4.161428	4.397662	3.601734	2.214844	3.106531	3.630224	3.378943	3.882638	0.778151	2.810904	2.11059	3.389343	3.399501	1.819544	3.050766	1.851258	2.545307	1.763428
alpha	3.438384	2.922725	4.106531	3.302764	2	3.834675	3.209515	2.661813	4.729796	4.468598	2.716838	4.266678	4.542278	3.676602	2.403121	3.077004	3.728435	3.484869	4.01431	0.778151	2.873902	2.056905	3.548389	3.548389	1.690196	3.193959	1.792392	2.737193	2
alpha	3.522314	2.976808	4.208844	3.414639	2.136721	3.923451	3.278525	2.716838	4.861851	4.583607	2.854913	4.385696	4.643798	3.790637	2.478566	3.253338	3.835817	3.592399	4.116641	0.69897	2.966611	2.161368	3.645521	3.628593	1.913814	3.283753	1.763428	2.803457	2.056905
alpha	3.441381	2.922206	4.061528	3.305996	1.963788	3.835183	3.215902	2.628389	4.655254	4.379432	2.730782	4.23434	4.465963	3.678427	2.287802	3.007321	3.755494	3.523226	3.986234	0.69897	2.780317	2.198657	3.525434	3.560504	1.643453	3.201943	1.845098	2.706718	1.875061
alpha	3.358506	2.898725	3.988826	3.133539	1.845098	3.738305	3.161967	2.667453	4.564275	4.253726	2.447158	4.075583	4.420583	3.514548	2.130334	2.895975	3.543696	3.356408	3.933993	0.778151	2.711807	1.845098	3.462398	3.44576	1.60206	3.166134	1.30103	2.750508	2.029384
alpha	3.32695	2.814248	3.974466	3.192846	2	3.707315	3.093772	2.536558	4.582915	4.324817	2.621176	4.116508	4.394084	3.558349	2.143015	3.064832	3.593729	3.361917	3.878292	0.69897	2.788168	2.029384	3.397766	3.397419	1.799341	3.069668	1.863323	2.594393	1.851258
alpha	3.255273	2.735599	3.874192	3.069298	1.851258	3.615424	3.003891	2.421604	4.461919	4.170995	2.463893	4.004364	4.262688	3.388811	2.149219	2.826723	3.47261	3.245019	3.752279	0.60206	2.618048	1.792392	3.272306	3.31597	1.60206	2.945961	1.653213	2.474216	1.681241
alpha	3.488551	2.913814	4.158574	3.391112	2.252853	3.875698	3.215373	2.595496	4.794342	4.526507	2.810904	4.339312	4.562388	3.760272	2.481443	3.334856	3.801061	3.549984	4.040484	1.176091	3.067071	2.184691	3.548881	3.566437	2.149219	3.181272	1.913814	2.641474	1.880814
alpha	3.383456	2.846337	4.051616	3.265525	1.968483	3.78746	3.145818	2.577492	4.681802	4.415524	2.703291	4.241895	4.485665	3.650502	2.290035	3.03862	3.706803	3.463594	3.971369	0.954243	2.790988	2.060698	3.507316	3.504743	1.799341	3.152594	1.579784	2.663701	1.90309
alpha	3.310906	2.822822	3.940915	3.134496	1.94939	3.683587	3.090611	2.557507	4.536356	4.250664	2.451786	4.060055	4.350655	3.505693	2.075547	3.002166	3.524396	3.320769	3.856366	0.60206	2.737987	1.982271	3.376577	3.369958	1.799341	3.073352	1.732394	2.623249	1.880814
alpha	3.29292	2.755112	3.934195	3.193403	1.944483	3.663135	3.028978	2.463893	4.525032	4.306125	2.64836	4.062243	4.340385	3.560982	2.120574	3.062958	3.560385	3.288026	3.817896	0.90309	2.731589	2.021189	3.353916	3.328991	1.69897	3.005181	1.623249	2.513218	1.778151
alpha	3.432167	2.924279	4.091702	3.304275	2.064458	3.838408	3.211388	2.674861	4.698535	4.447917	2.729165	4.251444	4.535788	3.702603	2.278754	3.129045	3.730055	3.519566	4.016699	0.954243	2.931458	2.117271	3.560982	3.53428	1.90309	3.219585	1.778151	2.748188	2.012837
alpha	3.1529	2.720159	3.740363	2.917506	1.724276	3.52866	2.977266	2.465383	4.282871	4.018617	2.285557	3.884399	4.153571	3.276921	2	2.741939	3.390228	3.188647	3.682686	0.778151	2.489958	1.763428	3.228144	3.278754	1.643453	2.95376	1.531479	2.540329	1.792392
alpha	3.319938	2.74351	3.961469	3.234011	2.033424	3.686547	3.052694	2.38739	4.584275	4.335197	2.705864	4.123754	4.341098	3.588384	2.260071	3.070776	3.61878	3.349472	3.853272	0.778151	2.779596	2.170262	3.31492	3.385249	1.832509	3.019116	1.857332	2.448706	1.579784
alpha	3.556061	2.972666	4.240649	3.490801	2.324282	3.946992	3.290702	2.641474	4.901093	4.650531	2.985875	4.432376	4.647256	3.857995	2.540329	3.436004	3.898506	3.621488	4.131009	1.322219	3.137354	2.340444	3.601408	3.658202	2.143015	3.254306	2.146128	2.710117	1.857332
alpha	3.53084	2.969416	4.189069	3.454692	2.209515	3.909984	3.262451	2.650308	4.826289	4.588776	2.989005	4.362765	4.589927	3.831614	2.503791	3.29048	3.84186	3.566909	4.061075	1.146128	2.978181	2.20412	3.577607	3.592954	2.041393	3.220631	2.004321	2.716003	1.908485
alpha	4.043991	3.507316	4.704794	3.934347	2.695482	4.413618	3.773786	3.240549	5.33017	5.068301	3.42259	4.814201	5.120146	4.296884	2.906874	3.784118	4.286164	4.014563	4.564985	1.518514	3.503109	2.682145	4.129658	4.055111	2.447158	3.758836	2.423246	3.290702	2.568202
alpha	3.186391	2.74351	3.774663	2.913284	1.732394	3.526469	2.979093	2.498311	4.327155	4.002814	2.152288	3.80373	4.173245	3.214049	1.748188	2.656098	3.287802	3.068557	3.685563	0.477121	2.434569	1.662758	3.242293	3.207904	1.623249	2.962843	1.431364	2.561101	1.845098
alpha	3.281261	2.767898	3.937468	3.164353	1.875061	3.67339	3.05423	2.502427	4.544824	4.302764	2.701568	4.093352	4.369216	3.560624	2.230449	2.979548	3.563837	3.342423	3.855459	0.477121	2.701568	1.982271	3.377124	3.370328	1.681241	3.03583	1.662758	2.579784	1.832509
alpha	3.468643	2.945961	4.150142	3.326745	2.037426	3.885813	3.261501	2.687529	4.797157	4.501443	2.670246	4.346959	4.60257	3.708166	2.313867	3.13258	3.800029	3.574263	4.089163	0.90309	2.901458	2.089905	3.614159	3.634376	1.863323	3.265996	1.838849	2.797268	2.012837
alpha	3.282396	2.749736	3.947189	3.18327	1.954243	3.675595	3.04454	2.474216	4.564181	4.33626	2.644439	4.107549	4.375993	3.55145	2.260071	3.078457	3.599337	3.33626	3.843731	0.90309	2.766413	1.986772	3.37328	3.378943	1.778151	3.03583	1.724276	2.557507	1.770852
alpha	3.285557	2.808886	3.913019	3.094122	1.863323	3.654465	3.076276	2.536558	4.506031	4.22917	2.612784	4.030478	4.318418	3.446692	2.093422	2.944483	3.492062	3.282622	3.837462	0.30103	2.690196	1.929419	3.335859	3.369958	1.690196	3.053463	1.724276	2.60206	1.857332
alpha	3.77561	3.242293	4.430672	3.649724	2.475671	4.158181	3.521661	2.962843	5.041318	4.778817	3.05423	4.573892	4.852083	4.016824	2.697229	3.537189	4.05065	3.799616	4.312727	1.20412	3.29048	2.445604	3.863739	3.838849	2.281033	3.502291	2.198657	3.013259	2.274158
alpha	3.446226	2.960946	4.085612	3.266702	2.060698	3.817102	3.2284	2.70757	4.691267	4.403241	2.61066	4.170291	4.50553	3.618153	2.225309	3.10721	3.654369	3.424718	3.999913	0.845098	2.853698	2.158362	3.53084	3.500099	1.924279	3.21906	1.812913	2.777427	2.045323
alpha	3.484869	2.985426	4.137132	3.332034	2.093422	3.864214	3.255996	2.729165	4.757942	4.482645	2.826075	4.257246	4.566803	3.706035	2.190332	3.190612	3.723784	3.494155	4.041393	0.954243	2.906335	2.10721	3.577492	3.543447	1.919078	3.243286	1.838849	2.800029	2.071882
alpha	3.23325	2.727541	3.860098	3.080626	1.838849	3.597366	2.979093	2.447158	4.444872	4.188141	2.465383	3.97174	4.266702	3.426674	2.053078	2.915927	3.454082	3.212188	3.739572	0.477121	2.657056	1.812913	3.279211	3.247482	1.623249	2.961421	1.477121	2.477121	1.763428
alpha	3.184975	2.684845	3.796713	2.974051	1.851258	3.5325	2.940516	2.399674	4.37282	4.08041	2.305351	3.896306	4.177277	3.286456	2.053078	2.871573	3.34733	3.137671	3.685204	0.69897	2.611723	1.78533	3.209247	3.221936	1.681241	2.889302	1.518514	2.463893	1.740363
