alpha	3.340841	2.741939	3.996731	3.268578	2.120574	3.700098	3.025306	2.367356	4.613408	4.400106	2.79588	4.165482	4.372857	3.625827	2.334454	3.192846	3.627571	3.345766	3.833338	0.845098	2.925312	2.11059	3.317854	3.353724	1.908485	2.959041	1.832509	2.399674	1.50515
alpha	3.319314	2.83123	3.942752	3.136403	1.913814	3.674126	3.091315	2.575188	4.512151	4.242765	2.553883	4.005395	4.349394	3.474071	1.995635	2.97635	3.506099	3.251881	3.850585	0.845098	2.678518	1.986772	3.377306	3.358696	1.70757	3.069298	1.531479	2.646404	1.924279
alpha	3.232996	2.686636	3.850646	3.087426	1.880814	3.563837	2.922206	2.359835	4.426609	4.192233	2.488551	3.944779	4.224792	3.40671	2.093422	2.93044	3.427648	3.164353	3.692494	0.60206	2.638489	1.832509	3.229938	3.195069	1.579784	2.862728	1.462398	2.396199	1.653213
alpha	3.442166	2.883093	4.085362	3.297323	2.181844	3.792322	3.146438	2.561101	4.69048	4.411704	2.682145	4.205096	4.463131	3.617943	2.40824	3.225826	3.660201	3.403464	3.930898	0.778151	2.979093	2.120574	3.455606	3.427811	2	3.086716	1.908485	2.593286	1.845098
alpha	3.299289	2.724276	3.937217	3.221414	2.089905	3.650502	3.023664	2.383815	4.554816	4.315509	2.758155	4.063408	4.308073	3.568671	2.214844	3.158965	3.572988	3.267641	3.815378	0.778151	2.822168	2.201397	3.306639	3.321805	1.939519	2.989005	1.869232	2.450249	1.633468
alpha	3.277838	2.737987	3.906389	3.199206	1.959041	3.620344	2.989005	2.431364	4.488029	4.312748	2.849419	3.998564	4.288048	3.555336	2.10721	3.056524	3.513218	3.211921	3.746712	0.845098	2.686636	1.982271	3.286007	3.251638	1.778151	2.932981	1.623249	2.474216	1.748188
alpha	3.496515	3.007321	4.163519	3.334051	2.079181	3.895478	3.30298	2.765669	4.795366	4.493081	2.720986	4.30272	4.607819	3.709863	2.361728	3.194514	3.769082	3.541829	4.103359	0.90309	2.933487	2.173186	3.617315	3.625929	1.886491	3.30103	1.908485	2.863917	2.103804
alpha	3.294466	2.749736	3.923814	3.193403	2	3.647969	3.017451	2.439333	4.512858	4.29811	2.760422	4.043598	4.315004	3.544068	2.09691	3.083144	3.547405	3.260071	3.783189	0.90309	2.729974	1.995635	3.313656	3.307282	1.80618	2.972666	1.763428	2.489958	1.740363
alpha	3.508664	3.024075	4.174292	3.316809	2.021189	3.913125	3.318272	2.78746	4.804303	4.48028	2.642465	4.324282	4.621851	3.683047	2.361728	3.146438	3.774444	3.573336	4.125611	0.69897	2.886491	2.133539	3.63809	3.648945	1.869232	3.325926	1.724276	2.884795	2.139879
alpha	3.196176	2.683047	3.80291	3.018284	1.740363	3.544068	2.925828	2.365488	4.369661	4.105033	2.322219	3.90682	4.185372	3.353724	1.973128	2.760422	3.376394	3.164947	3.676328	0.69897	2.49276	1.826075	3.192846	3.188928	1.591065	2.884229	1.447158	2.369216	1.633468
alpha	3.392697	2.85187	4.034348	3.289366	2.049218	3.746089	3.118265	2.545307	4.641801	4.40654	2.874482	4.142734	4.421044	3.64953	2.247973	3.134814	3.621072	3.344196	3.903958	0.845098	2.834421	2.158362	3.40841	3.405688	1.863323	3.070038	1.851258	2.587711	1.832509
alpha	3.457276	2.948413	4.113709	3.326745	2.037426	3.861833	3.254306	2.695482	4.730435	4.47157	2.799341	4.271795	4.55002	3.723209	2.290035	3.127429	3.762078	3.526727	4.054766	1	2.843855	2.10721	3.583539	3.606274	1.863323	3.264818	1.770852	2.797268	2.017033
alpha	3.45393	2.93902	4.114811	3.302764	1.919078	3.838156	3.220631	2.68842	4.739082	4.453487	2.644439	4.251297	4.54418	3.667453	2.318063	2.977266	3.712313	3.473633	4.030114	0.477121	2.752816	2.164353	3.561101	3.525693	1.653213	3.22763	1.653213	2.767898	2.041393
alpha	3.475962	2.953276	4.146283	3.334856	2.079181	3.863323	3.239049	2.698101	4.784753	4.495919	2.720159	4.281147	4.576526	3.683767	2.30103	3.183555	3.739018	3.497206	4.052155	1.079181	2.920123	2.139879	3.584105	3.550595	1.939519	3.243038	1.662758	2.780317	2.037426
alpha	3.324488	2.833784	3.966517	3.130977	1.799341	3.711723	3.108903	2.578639	4.56265	4.263162	2.399674	4.098159	4.394819	3.477411	2.187521	2.870404	3.564903	3.355068	3.887223	0.60206	2.651278	1.924279	3.421933	3.422426	1.491362	3.103119	1.491362	2.653213	1.90309
alpha	3.417139	2.85248	4.078783	3.325926	2.161368	3.794209	3.142702	2.535294	4.707391	4.461784	2.825426	4.249223	4.47461	3.689309	2.499687	3.245019	3.696444	3.4524	3.947728	1.041393	2.990339	2.167317	3.4524	3.471585	1.982271	3.108227	1.857332	2.576341	1.792392
alpha	3.386142	2.822822	4.032941	3.274158	2.11059	3.743039	3.091315	2.506505	4.655119	4.38541	2.747412	4.17528	4.420517	3.624591	2.232996	3.184407	3.635685	3.370698	3.888853	1	2.89487	2.033424	3.416141	3.391464	1.875061	3.047664	1.732394	2.552668	1.80618
alpha	3.31513	2.763428	3.977586	3.250908	2.004321	3.7074	3.071514	2.471292	4.596828	4.388314	2.873321	4.165956	4.394136	3.648262	2.247973	3.086716	3.656864	3.380754	3.876853	1	2.814248	2.08636	3.386499	3.41514	1.857332	3.065206	1.799341	2.540329	1.778151
alpha	3.335057	2.761928	3.982407	3.263399	2.089905	3.708081	3.056905	2.436163	4.589179	4.368212	2.80618	4.161368	4.371733	3.631951	2.332438	3.155032	3.646894	3.367356	3.867526	1.255273	2.856729	2.117271	3.364363	3.391641	1.934498	3.037028	1.812913	2.481443	1.716003
alpha	3.218798	2.722634	3.835881	3.048053	1.819544	3.583539	3.006466	2.440909	4.415808	4.134974	2.523746	3.955976	4.227424	3.374748	1.995635	2.889302	3.449787	3.215902	3.766264	0.778151	2.555094	1.908485	3.258158	3.32695	1.477121	2.975891	1.681241	2.525045	1.763428
alpha	3.329805	2.755112	3.971647	3.245019	2.053078	3.694078	3.03623	2.421604	4.579372	4.350364	2.781755	4.132324	4.352626	3.611086	2.31597	3.137037	3.608633	3.338855	3.842609	0.60206	2.810904	2.08636	3.344785	3.363424	1.892095	3.002166	1.755875	2.466868	1.681241
alpha	3.320562	2.745075	3.996161	3.27485	2.08636	3.7091	3.053078	2.423246	4.632892	4.429785	2.85309	4.188957	4.405654	3.67006	2.294466	3.198932	3.671358	3.382917	3.884909	0.477121	2.880242	2.09691	3.366236	3.402949	1.94939	3.023664	1.929419	2.474216	1.70757
alpha	3.528145	2.946943	4.194542	3.487421	2.222716	3.885418	3.211121	2.617	4.83647	4.639934	3.16938	4.344373	4.580571	3.876045	2.436163	3.361728	3.808549	3.522705	4.031732	1.20412	2.991669	2.217484	3.548021	3.511883	1.968483	3.160469	1.908485	2.661813	1.886491
alpha	3.46879	2.912753	4.123067	3.341632	2.136721	3.833338	3.195346	2.598791	4.740686	4.470337	2.755112	4.255972	4.514747	3.688064	2.471292	3.218273	3.719911	3.461198	3.996205	0.778151	2.928396	2.212188	3.503791	3.503246	1.897627	3.146128	1.875061	2.654177	1.875061
alpha	3.25261	2.752816	3.862668	3.063333	1.919078	3.608312	3.023252	2.463893	4.443904	4.164055	2.440909	3.968109	4.253168	3.390935	2.146128	2.962369	3.458487	3.210051	3.769303	0.30103	2.679428	1.892095	3.294025	3.330617	1.672098	2.984977	1.69897	2.541579	1.770852
alpha	3.299289	2.819544	3.901731	3.104487	1.924279	3.65887	3.061075	2.541579	4.469778	4.197914	2.537819	4.00026	4.296446	3.443576	2.212188	2.988113	3.496515	3.27277	3.778658	0.90309	2.737987	1.929419	3.345766	3.33626	1.755875	3.025715	1.60206	2.578639	1.857332
alpha	3.438542	2.9154	4.083467	3.28892	2.079181	3.826917	3.193403	2.630428	4.679909	4.416591	2.698101	4.247924	4.501265	3.64953	2.447158	3.123852	3.711723	3.499687	3.971879	0.69897	2.930949	2.041393	3.520876	3.521138	1.897627	3.162266	1.799341	2.693727	1.934498
alpha	3.460898	2.894316	4.142546	3.374932	2.220108	3.849972	3.212986	2.585461	4.795824	4.537227	2.879096	4.311669	4.559272	3.74484	2.488551	3.321184	3.783975	3.50664	4.045049	0.954243	3.025715	2.240549	3.523876	3.572058	2.08636	3.190612	2.025306	2.658011	1.875061
alpha	3.352183	2.833147	4.01473	3.218798	1.991226	3.733679	3.116276	2.571709	4.636909	4.368157	2.618048	4.152044	4.436147	3.580811	2.344392	3.075912	3.622732	3.360404	3.928037	0.90309	2.783189	2.075547	3.444357	3.430881	1.819544	3.11294	1.50515	2.651278	1.908485
