alpha	6.955224	4.060487	0.00101	0.001887	0.502355	0.053435	0.356399
alpha	8.553055	5.492853	0.000311	0.000603	0.491706	0.02759	0.250593
alpha	8.186335	3.842935	0.000621	0.001659	0.519877	0.051651	0.227883
alpha	8.055556	4.091061	0.000559	0.001391	0.502803	0.045003	0.30462
alpha	8.264151	5.921583	0.001672	0.001147	0.5649	0.053929	0.436635
alpha	8.22695	4.026444	0.001114	0.001819	0.509783	0.058764	0.348324
alpha	7.985294	4.449346	0.001198	0.001716	0.547614	0.05915	0.260902
alpha	8.111111	3.492039	0.001385	0.00274	0.545371	0.075805	0.343314
alpha	8.221154	4.62997	0.000511	0.00106	0.529774	0.04035	0.234007
alpha	8.517241	3.431634	0.001049	0.002571	0.534128	0.074063	0.225051
alpha	7.527559	4.574303	0.001625	0.001798	0.57616	0.061161	0.325946
alpha	7.794872	4.140141	0.001768	0.002158	0.551134	0.070331	0.252032
alpha	7.532258	4.622082	0.001967	0.001835	0.560669	0.062108	0.40103
alpha	7.694915	4.312183	0.001594	0.002048	0.561206	0.06865	0.33794
alpha	8.860927	3.919735	0.000706	0.001722	0.532066	0.059073	0.156335
alpha	8.43	4.111357	0.000402	0.001239	0.530352	0.042362	0.268555
alpha	7.72	4.874004	0.001163	0.001439	0.532188	0.052331	0.284844
alpha	7.061947	8.595133	0.003793	0.001084	0.627882	0.063053	0.294917
alpha	7.916667	3.723249	0.001261	0.002307	0.558643	0.066527	0.230151
alpha	8.432432	4.140717	0.000588	0.001344	0.518746	0.046658	0.34671
alpha	7.915966	3.758439	0.001282	0.002305	0.515438	0.067941	0.314146
alpha	8.174419	3.919353	0.00068	0.001523	0.482848	0.048297	0.275416
alpha	8.457516	4.092019	0.00086	0.00164	0.531366	0.055642	0.251574
alpha	9.24898	4.311944	0.000368	0.000969	0.49883	0.037906	0.240066
alpha	7.764706	4.598956	0.000975	0.001345	0.516235	0.046351	0.307539
alpha	8.287081	4.601077	0.000506	0.001062	0.520009	0.040523	0.250099
alpha	8.75	4.511781	0.000288	0.000858	0.508466	0.03327	0.296077
alpha	8.598726	3.920382	0.000653	0.001669	0.527705	0.056221	0.373143
alpha	8.080925	4.285253	0.000605	0.001387	0.552181	0.047396	0.194673
alpha	8.363636	3.949834	0.000849	0.001691	0.495864	0.054664	0.261005
alpha	7.966102	3.452412	0.001014	0.002507	0.529356	0.068086	0.185404
alpha	7.625	4.0219	0.001353	0.002024	0.553777	0.060742	0.256878
alpha	6.695652	5.797254	0.003051	0.001602	0.578678	0.063541	0.473117
alpha	8.290323	4.1907	0.000639	0.001318	0.489798	0.044813	0.271742
alpha	8.384181	4.181947	0.000642	0.001391	0.528329	0.047637	0.206824
alpha	7.516014	5.269776	0.00033	0.000695	0.503672	0.027563	0.33666
alpha	7.07177	6.495031	0.000828	0.000777	0.530225	0.034234	0.384385
alpha	8	3.594695	0.001066	0.002323	0.489067	0.065574	0.244878
alpha	8.014925	3.811918	0.00101	0.00202	0.514466	0.060263	0.295364
alpha	8.612245	3.805889	0.000746	0.001831	0.541186	0.059613	0.292176
alpha	8.73494	3.975758	0.00073	0.001557	0.510393	0.052939	0.344199
alpha	8.012121	4.472801	0.000813	0.001394	0.538155	0.049837	0.217103
alpha	8.371429	4.897636	0.001439	0.001518	0.557526	0.06089	0.259953
alpha	8.363636	3.656749	0.00124	0.002332	0.549051	0.069697	0.254925
alpha	8.090909	3.497248	0.001334	0.002672	0.527014	0.074229	0.20723
alpha	8.679739	4.041538	0.000774	0.001662	0.489757	0.057104	0.259948
alpha	8.384615	3.630292	0.000954	0.002181	0.524569	0.064997	0.366775
alpha	8.308943	3.767027	0.0012	0.002221	0.553931	0.068106	0.221456
alpha	8.034783	3.534249	0.00122	0.002529	0.545244	0.071417	0.21979
alpha	8.794326	3.717528	0.000811	0.001948	0.547679	0.062817	0.166551
alpha	7.76699	4.88597	0.002284	0.002109	0.590234	0.077267	0.342656
alpha	8.051282	3.584881	0.001326	0.00246	0.512659	0.069408	0.24829
alpha	8.539326	4.155653	0.000698	0.001394	0.509449	0.049091	0.3188
alpha	8.282609	4.2756	0.000653	0.001309	0.51862	0.04526	0.237575
alpha	8.622449	10.263504	0.000162	0.000171	0.519166	0.014689	0.124907
alpha	7.908257	3.736154	0.001529	0.002529	0.567094	0.073225	0.229025
alpha	8.495238	3.358608	0.001465	0.002923	0.540627	0.081685	0.230799
alpha	8.631579	3.843674	0.000784	0.00176	0.524545	0.057837	0.422778
alpha	8.490196	3.197049	0.001359	0.003151	0.534014	0.085545	0.251171
alpha	7.952381	4.064635	0.00127	0.00204	0.566749	0.065172	0.366313
alpha	8.535826	8.229653	0.000487	0.000396	0.525305	0.027102	0.213461
alpha	8.463415	4.447479	0.000823	0.001418	0.552805	0.051923	0.224393
alpha	8.372881	4.500963	0.000835	0.001301	0.540511	0.047987	0.309885
alpha	8.095238	3.517766	0.001465	0.002792	0.562913	0.077839	0.155829
alpha	7.764706	3.808969	0.001941	0.002689	0.523143	0.080808	0.337066
alpha	7.95122	3.556311	0.001066	0.002351	0.503896	0.06598	0.310661
alpha	8.10687	4.050851	0.001174	0.001936	0.539658	0.063208	0.233225
alpha	7.272727	3.915427	0.001515	0.002197	0.531972	0.062871	0.413516
alpha	8.282051	4.401323	0.000827	0.001499	0.501196	0.053433	0.231816
alpha	7.896552	3.595802	0.001199	0.002477	0.507732	0.068666	0.288932
alpha	7.702479	3.630303	0.001102	0.002344	0.542908	0.064187	0.223191
alpha	8.785714	4.821571	0.001069	0.001291	0.553209	0.053099	0.2983
alpha	7.786885	3.649912	0.001084	0.002313	0.525363	0.065152	0.259517
alpha	8.731429	5.063842	0.000985	0.001182	0.553445	0.051082	0.349177
alpha	7.714286	3.60696	0.001648	0.002727	0.549296	0.074176	0.203822
alpha	8.068493	3.962589	0.000945	0.001775	0.52965	0.056818	0.211841
alpha	8.614379	4.230564	0.000946	0.001594	0.540345	0.056674	0.246161
alpha	8.455696	4.021527	0.000645	0.001614	0.518173	0.054467	0.319648
alpha	8.616352	3.972693	0.000637	0.001623	0.524656	0.055148	0.306083
alpha	8.322581	3.800288	0.00118	0.002195	0.547703	0.070523	0.26728
alpha	8.5	3.733333	0.000871	0.002022	0.508727	0.062963	0.192533
alpha	8.085714	3.793422	0.000822	0.001933	0.502616	0.058805	0.306093
alpha	8.462963	3.205954	0.001211	0.002961	0.517663	0.079093	0.23565
alpha	8	3.75586	0.001219	0.002251	0.508224	0.066942	0.286162
alpha	7.90566	3.693261	0.001617	0.002638	0.548584	0.075292	0.307413
alpha	7.903226	3.774456	0.00118	0.002204	0.50826	0.064254	0.279612
alpha	8.37037	3.183281	0.001211	0.002985	0.518903	0.079351	0.294129
alpha	7.837563	4.342588	0.000518	0.00121	0.520159	0.040603	0.337187
alpha	8.4	4.343868	0.000865	0.001479	0.507932	0.05334	0.233476
alpha	7.7	4.332773	0.001681	0.002023	0.549673	0.065518	0.363895
alpha	7.954545	4.337728	0.001157	0.001803	0.566641	0.061421	0.186863
alpha	8.335484	4.509007	0.001005	0.001485	0.529662	0.054127	0.258111
alpha	8.638889	3.760198	0.000874	0.001904	0.507419	0.061066	0.345755
alpha	8.432	3.705548	0.001161	0.002227	0.535543	0.068	0.344611
alpha	8.541667	4.680064	0.000195	0.000649	0.45169	0.025614	0.342607
alpha	8.018519	3.372447	0.001558	0.002835	0.53506	0.077269	0.197899
alpha	8.195122	3.776623	0.001333	0.002227	0.540863	0.068012	0.235114
alpha	8.680851	4.121378	0.001114	0.001777	0.537755	0.062006	0.26243
alpha	7.9	3.777031	0.001261	0.002271	0.539276	0.067227	0.227546
alpha	7.716667	3.953361	0.001681	0.002198	0.537536	0.066783	0.324945
alpha	7.483254	5.206018	0.00069	0.000958	0.534815	0.036751	0.423651
alpha	8.254545	3.854324	0.000739	0.001618	0.496724	0.050875	0.337397
alpha	8.791667	4.191434	0.001068	0.001715	0.545589	0.06148	0.240118
alpha	8.472727	3.368641	0.001168	0.002771	0.541457	0.077731	0.31378
alpha	8	3.440109	0.001553	0.002943	0.55505	0.080396	0.341854
alpha	7.328125	4.054257	0.001107	0.00199	0.550544	0.058368	0.2809
alpha	7.758621	3.63913	0.001199	0.002421	0.50351	0.068345	0.197803
alpha	8.629482	5.392606	0.000478	0.000763	0.516302	0.035417	0.306447
alpha	6.574074	4.314642	0.002077	0.002252	0.51551	0.065161	0.450868
alpha	8.10687	3.607986	0.00094	0.002156	0.511449	0.064075	0.147443
alpha	8.377358	3.211321	0.001258	0.003009	0.53273	0.079784	0.2615
alpha	8.807692	5.414688	0.000289	0.000607	0.499989	0.028483	0.264032
alpha	8.911704	5.424485	0.00011	0.000386	0.448733	0.018395	0.321784
alpha	7.891892	3.520885	0.001147	0.002613	0.506077	0.072727	0.255528
alpha	8.296296	3.267394	0.001211	0.002903	0.534941	0.077535	0.152781
alpha	7.89404	5.542782	0.000308	0.000617	0.503977	0.026621	0.353438
alpha	7.134199	7.258837	0.000866	0.000627	0.530553	0.031812	0.478349
alpha	8.340426	3.904458	0.000811	0.001852	0.541241	0.060226	0.182628
alpha	8.553191	3.785512	0.000811	0.001912	0.534533	0.061094	0.234009
alpha	6.6875	5.46478	0.001336	0.001205	0.520776	0.043198	0.303663
alpha	8.520548	3.924705	0.00085	0.001782	0.542471	0.058762	0.151721
alpha	8.410256	3.486148	0.001179	0.002532	0.527732	0.072502	0.308903
alpha	8.318471	3.741385	0.000653	0.001737	0.516589	0.053846	0.210042
alpha	8.199234	9.098291	0.000855	0.000454	0.561657	0.031536	0.37435
alpha	9.040724	4.378281	0.000494	0.001061	0.516153	0.041682	0.200442
alpha	8	4.452234	0.000706	0.001311	0.523772	0.045455	0.278737
alpha	8.196078	4.14957	0.000435	0.00121	0.484901	0.040677	0.287055
alpha	9.015945	5.098678	0.000114	0.000454	0.454246	0.020742	0.288496
alpha	8.019139	4.273279	0.00046	0.00115	0.498385	0.039163	0.293649
alpha	7.076923	4.110904	0.00168	0.002438	0.556071	0.071881	0.248939
alpha	8.813333	3.974049	0.000895	0.001727	0.530164	0.060397	0.283604
alpha	6.990476	5.475275	0.002747	0.001827	0.583203	0.069294	0.146445
alpha	7.906542	3.461294	0.001234	0.00276	0.504101	0.07459	0.248993
alpha	8.852792	3.968196	0.000466	0.001304	0.515133	0.045167	0.262229
alpha	7.834711	3.693113	0.001102	0.002288	0.513285	0.066106	0.251956
alpha	8.246575	4.189608	0.000945	0.001691	0.543251	0.058178	0.365058
alpha	7.863354	4.110947	0.000776	0.001559	0.504995	0.049607	0.433081
alpha	8.185185	4.45794	0.000843	0.001432	0.555569	0.05084	0.21867
alpha	8.162791	4.600367	0.000816	0.00131	0.55338	0.047736	0.261917
alpha	8.325581	3.919937	0.00109	0.00203	0.55659	0.066617	0.193578
alpha	8.563107	5.378062	0.00013	0.000459	0.472497	0.020913	0.235187
alpha	8.213333	4.248143	0.000984	0.001612	0.572105	0.055687	0.25133
alpha	8.234234	3.716953	0.001474	0.002511	0.560292	0.075897	0.28003
alpha	7.9	4.376985	0.000503	0.001174	0.504018	0.039998	0.31462
alpha	8.069565	3.547979	0.00122	0.00252	0.523053	0.070786	0.29184
alpha	8.036496	5.398519	0.000348	0.000697	0.525578	0.0296	0.311861
alpha	8.293839	4.200677	0.000451	0.001158	0.48297	0.040118	0.333599
alpha	8.490196	3.858862	0.001941	0.00264	0.565928	0.084061	0.246788
alpha	8.485437	3.879117	0.001904	0.0026	0.575609	0.08445	0.238342
alpha	7.741935	3.650013	0.001049	0.002263	0.504881	0.063708	0.227335
alpha	8.372881	3.458207	0.001159	0.002517	0.522069	0.071563	0.171711
alpha	8.057143	4	0.000925	0.001838	0.516099	0.057965	0.34968
alpha	9.117117	4.400595	0.000448	0.001047	0.511356	0.041547	0.272783
alpha	8.45098	3.261891	0.001359	0.00309	0.542085	0.083673	0.267759
alpha	8.066667	4.005817	0.001074	0.001736	0.504189	0.056684	0.368666
alpha	7.980952	3.456593	0.001465	0.002866	0.516537	0.077857	0.303732
alpha	8.07874	3.536433	0.000875	0.002281	0.483951	0.064889	0.271272
alpha	7.404959	4.374656	0.00124	0.001939	0.592604	0.061708	0.138592
alpha	7.80198	8.881188	0.00495	0.001175	0.659547	0.07802	0.476263
alpha	8.416667	3.93211	0.000874	0.001819	0.526892	0.058858	0.269124
alpha	7.464286	4.394144	0.00177	0.002119	0.547913	0.068141	0.304075
alpha	7.619835	4.808953	0.001653	0.001806	0.595577	0.063499	0.36487
alpha	8.5	3.904138	0.000874	0.001832	0.530257	0.059441	0.244369
alpha	7.410714	4.483591	0.00177	0.002081	0.563875	0.067649	0.285311
alpha	7.573529	4.580174	0.001852	0.001724	0.482982	0.059659	0.403394
alpha	6.974359	6.767116	0.001533	0.000849	0.472599	0.047583	0.582409
alpha	8.361905	3.410989	0.001465	0.00287	0.524377	0.080403	0.215145
alpha	8.229508	3.502913	0.001084	0.002405	0.537116	0.068012	0.315539
alpha	7.563025	3.703746	0.001139	0.002352	0.529346	0.064899	0.39914
alpha	8.668966	5.058418	0.000286	0.000697	0.509573	0.030506	0.299313
alpha	7.932203	3.779661	0.001304	0.002319	0.538025	0.067797	0.259814
alpha	9.121569	5.438815	9.2e-05	0.000367	0.461757	0.018143	0.335145
alpha	9.10917	4.416877	0.000498	0.001016	0.516898	0.040227	0.301898
alpha	8.310345	3.51964	0.001049	0.002502	0.540384	0.072264	0.248243
alpha	7.966942	3.750826	0.000964	0.002246	0.547645	0.067227	0.286506
alpha	8.541436	3.962185	0.000552	0.001431	0.510797	0.047858	0.238533
alpha	8.248927	5.900558	0.000129	0.00037	0.473503	0.017856	0.308097
alpha	8.581967	5.313904	0.000472	0.000795	0.513457	0.035317	0.220865
alpha	8.662983	5.725046	0.001044	0.001008	0.549122	0.048541	0.261029
alpha	8.868293	5.848159	0.000765	0.000864	0.552669	0.043472	0.278281
alpha	8.321168	3.646844	0.000751	0.00204	0.507818	0.061185	0.245013
alpha	8.564356	4.169696	0.000493	0.001214	0.513222	0.042609	0.227528
alpha	8.036364	3.550125	0.001334	0.002642	0.565358	0.073728	0.22588
alpha	8.010417	4.222786	0.000545	0.001268	0.507077	0.042607	0.314017
alpha	8.228571	3.419048	0.001465	0.002874	0.559532	0.079121	0.18083
alpha	8.268456	3.884546	0.000726	0.001767	0.540237	0.057031	0.277396
alpha	8.105263	5.319362	0.001307	0.001304	0.561931	0.053677	0.183788
alpha	8.4	3.660329	0.000822	0.002001	0.523194	0.060432	0.236607
alpha	7.785714	3.581885	0.001448	0.002556	0.520794	0.070142	0.227308
alpha	7.692308	3.648245	0.001494	0.002728	0.55348	0.075766	0.218524
alpha	8.176	3.759613	0.00129	0.002215	0.521169	0.065935	0.242607
alpha	8.070796	3.456858	0.001422	0.002635	0.500185	0.073037	0.259149
alpha	7.940741	3.727032	0.000884	0.002038	0.521625	0.060606	0.204678
