alpha	8.886406	5.727362	9.7e-05	0.000332	0.457755	0.016627	0.269832
alpha	7.596639	4.477425	0.001282	0.001929	0.577796	0.064378	0.171959
alpha	7.865385	3.752987	0.001867	0.00268	0.550165	0.080198	0.326263
alpha	7.74359	3.718243	0.001326	0.002369	0.514957	0.06865	0.305952
alpha	7.945946	3.668796	0.001638	0.002561	0.525148	0.074584	0.310653
alpha	8.198198	3.528583	0.001474	0.002635	0.537672	0.07573	0.319583
alpha	8.852174	4.10617	0.000342	0.001081	0.488712	0.038918	0.332863
alpha	8.752	4.475566	0.000353	0.000919	0.496512	0.035149	0.325824
alpha	9.09322	4.123512	0.000361	0.001049	0.483942	0.038695	0.328704
alpha	8.881633	4.376882	0.000368	0.000957	0.502521	0.0364	0.308223
alpha	8.213904	4.386234	0.000633	0.001254	0.514347	0.044161	0.275991
alpha	8.377358	3.495058	0.001438	0.002778	0.543601	0.079784	0.228539
alpha	8.283186	3.388274	0.001264	0.002684	0.544278	0.074968	0.249902
alpha	8.15873	3.786413	0.00127	0.002164	0.527939	0.06527	0.224606
alpha	7.482143	7.013031	0.003218	0.001353	0.600238	0.067407	0.316744
alpha	8.294118	3.832244	0.000871	0.001962	0.551911	0.061438	0.152001
alpha	8.175439	3.468561	0.001242	0.002607	0.535388	0.073325	0.314991
alpha	8.983452	7.18368	0.000213	0.00034	0.510415	0.021288	0.239132
alpha	7.985507	3.852534	0.000952	0.001938	0.51463	0.058931	0.312294
alpha	8.591304	3.530587	0.001373	0.002542	0.544165	0.075362	0.207284
alpha	8.072289	4.241913	0.000949	0.00147	0.511062	0.050916	0.441671
alpha	7.931624	3.666814	0.001179	0.0024	0.526305	0.071262	0.315027
alpha	8.369748	3.71158	0.001424	0.00234	0.547989	0.071853	0.183607
alpha	8.666667	4.06383	0.001013	0.0018	0.544966	0.061905	0.255362
alpha	8	4.813513	0.001048	0.00137	0.517426	0.050955	0.244918
alpha	8.06015	3.812714	0.001025	0.002029	0.518932	0.061878	0.227719
alpha	7.907692	3.646631	0.001073	0.002168	0.494195	0.062016	0.314811
alpha	8.588235	3.791796	0.000774	0.00177	0.513871	0.05766	0.332724
alpha	9.03125	3.781988	0.001107	0.002128	0.540684	0.071112	0.289169
alpha	9.162393	3.70616	0.001179	0.002375	0.538431	0.078986	0.209361
alpha	8.353741	3.927127	0.000839	0.001785	0.536792	0.057217	0.288375
alpha	8.470588	3.974372	0.000774	0.001678	0.536482	0.056379	0.17164
alpha	7.930435	6.464226	0.002899	0.001428	0.637888	0.069565	0.363561
alpha	6.473684	4.84785	0.002484	0.001929	0.547086	0.06055	0.457959
alpha	7.451613	3.84107	0.001049	0.002162	0.524	0.062051	0.353518
alpha	8.367893	6.804763	0.000426	0.000512	0.516426	0.028224	0.218618
alpha	8.204819	4.495217	0.000876	0.001394	0.523313	0.050185	0.377111
alpha	8.32	3.945935	0.001419	0.002117	0.539973	0.067926	0.362427
alpha	8.692308	3.853667	0.001073	0.002064	0.538296	0.067382	0.262256
alpha	6.56	6.642968	0.003097	0.001307	0.564466	0.057511	0.538195
alpha	6.851852	6.385254	0.003461	0.001551	0.605278	0.069695	0.492493
alpha	7.121495	5.671663	0.002469	0.001753	0.596035	0.070015	0.357768
alpha	7.910448	3.791943	0.00101	0.002019	0.507018	0.060837	0.244853
alpha	8.732919	4.185248	0.000776	0.001528	0.527028	0.055648	0.311127
alpha	6.8125	4.085876	0.00123	0.001972	0.460919	0.054857	0.381385
alpha	8.552147	4.143982	0.000757	0.001527	0.528879	0.05337	0.349513
alpha	8.136986	3.866415	0.00085	0.001822	0.541051	0.057304	0.428822
alpha	7.533333	4.583754	0.001261	0.001869	0.572816	0.064093	0.175927
alpha	7.654135	3.81146	0.001139	0.002035	0.519576	0.059307	0.426626
alpha	8.722222	3.739316	0.000971	0.001916	0.517046	0.062431	0.330256
alpha	7.067797	4.33203	0.001594	0.002035	0.546325	0.061155	0.279094
alpha	7.824561	5.047609	0.000894	0.001201	0.530244	0.046502	0.311028
alpha	6.859155	6.224153	0.001698	0.001183	0.549909	0.050778	0.343512
alpha	8.176101	5.048563	0.000955	0.001284	0.568033	0.051747	0.184215
alpha	8.503817	3.646506	0.001057	0.002152	0.526066	0.065414	0.309437
alpha	8.304878	4.488403	0.000973	0.001408	0.558324	0.05095	0.244005
alpha	8.248588	4.527093	0.00077	0.001294	0.540937	0.047273	0.33324
alpha	8.5	4.376475	0.001574	0.001916	0.560575	0.070993	0.364563
alpha	9.021672	5.054074	0.000212	0.000623	0.498593	0.028153	0.248021
alpha	8.610169	3.945044	0.000642	0.001469	0.524308	0.050746	0.328137
alpha	8.046512	3.753634	0.000969	0.002115	0.530512	0.062863	0.220152
alpha	8.900662	3.827903	0.000795	0.001775	0.523245	0.059338	0.244529
alpha	8.296296	4.679856	0.000997	0.001374	0.545323	0.053021	0.344987
alpha	8.791444	5.439248	0.000215	0.000502	0.491069	0.023682	0.288187
alpha	7.61194	4.450006	0.001459	0.001763	0.513784	0.057872	0.370499
alpha	8.377358	3.547709	0.001617	0.00276	0.558319	0.079784	0.268114
alpha	8.330275	3.583588	0.001529	0.002642	0.551492	0.077132	0.193499
alpha	8.144144	3.544144	0.00131	0.002626	0.560908	0.074038	0.259061
alpha	8.113402	4.211687	0.000534	0.001258	0.508311	0.043042	0.320016
alpha	8.135338	4.065619	0.001253	0.001914	0.559294	0.061631	0.348025
alpha	7.947826	4.042258	0.001678	0.002249	0.546968	0.071587	0.413418
alpha	8.702703	7.493953	0.000481	0.000472	0.549773	0.029501	0.237825
alpha	8.163462	4.626719	0.000557	0.001071	0.529977	0.040316	0.350027
alpha	7.203883	4.940034	0.002475	0.002053	0.587308	0.072673	0.337268
alpha	7.945355	4.631178	0.000781	0.001224	0.514275	0.045968	0.438311
alpha	8.362637	4.21978	0.000668	0.001337	0.496035	0.047991	0.243386
alpha	8.308642	4.440687	0.00092	0.001438	0.553469	0.051606	0.232955
alpha	8	4.657827	0.000884	0.001295	0.554435	0.047196	0.295133
alpha	8.589147	3.767805	0.00109	0.002115	0.545105	0.068741	0.244815
alpha	8.218487	3.529554	0.001139	0.002447	0.543405	0.071471	0.313267
alpha	9.145695	5.099734	0.000264	0.000665	0.512369	0.030543	0.295877
alpha	8.966102	4.409917	0.000397	0.000981	0.494831	0.038443	0.208652
alpha	7.949153	3.750543	0.001304	0.00233	0.500618	0.067941	0.315864
alpha	8.67052	5.917193	0.00121	0.001023	0.573644	0.05041	0.328608
alpha	8.403194	5.848711	0.000104	0.000347	0.491495	0.016866	0.317912
alpha	7.610811	4.796063	0.000764	0.001169	0.529956	0.042034	0.419603
alpha	7.841667	5.188947	0.000418	0.000825	0.534027	0.033016	0.196869
alpha	8.156522	5.479666	0.00057	0.000819	0.526868	0.035618	0.251786
alpha	7.828571	3.676557	0.001832	0.002683	0.537431	0.07767	0.217917
alpha	7.833333	3.976107	0.000971	0.001794	0.50341	0.055353	0.252498
alpha	7.50365	4.050988	0.000966	0.001848	0.524102	0.056385	0.201032
alpha	8.255319	3.936474	0.000912	0.001841	0.549031	0.060369	0.267461
alpha	8.369863	3.935002	0.00085	0.001777	0.525638	0.057723	0.202094
alpha	8.757895	5.249513	0.00078	0.001042	0.562635	0.046718	0.427365
alpha	7.909677	4.514872	0.000922	0.001492	0.523909	0.052374	0.405576
alpha	6.515625	6.397884	0.002584	0.001313	0.57412	0.055277	0.489929
alpha	8.080645	3.55455	0.001049	0.002327	0.514559	0.065696	0.254692
alpha	7.598485	4.788714	0.000317	0.000812	0.494222	0.029581	0.358153
alpha	8.360248	3.722127	0.000621	0.00171	0.504184	0.052252	0.319358
alpha	8.15873	3.85727	0.001397	0.002135	0.531497	0.06527	0.204687
alpha	8.557692	3.152726	0.001307	0.003126	0.522359	0.083084	0.289508
alpha	9.002198	5.341037	0.000126	0.000419	0.452693	0.020044	0.324039
alpha	7.91623	4.078754	0.000496	0.001316	0.479035	0.042328	0.254217
alpha	7.561905	4.129487	0.002198	0.002438	0.575939	0.073749	0.337216
alpha	9.034826	5.079974	0.000136	0.000499	0.47295	0.022531	0.33754
alpha	8.356322	5.652257	0.000232	0.000521	0.509061	0.024082	0.304844
alpha	8.475524	3.822417	0.000788	0.001878	0.534582	0.059687	0.305937
alpha	7.554502	4.722004	0.000497	0.001026	0.512557	0.036483	0.132439
alpha	8.507463	3.571765	0.000898	0.002142	0.513395	0.063966	0.28295
alpha	8.423792	5.555152	0.000416	0.000691	0.503192	0.031793	0.377857
alpha	8.343137	4.214769	0.000483	0.001195	0.49637	0.041722	0.270153
alpha	8.520325	3.838998	0.001333	0.002206	0.56178	0.070722	0.237517
alpha	7.466667	4.607423	0.001401	0.00186	0.580056	0.063524	0.191514
alpha	8.913386	4.573589	0.000342	0.00088	0.508287	0.035231	0.202769
alpha	7.47541	5.230186	0.001897	0.001662	0.59223	0.062534	0.400446
alpha	7.316239	5.638078	0.002505	0.001623	0.602144	0.065828	0.381926
alpha	7.180952	5.223077	0.002747	0.001913	0.612776	0.070015	0.304202
alpha	7.149254	4.213893	0.001234	0.001831	0.546594	0.054939	0.395327
alpha	8.373984	4.634644	0.000365	0.000898	0.506797	0.03486	0.328232
alpha	8.067797	3.752571	0.001304	0.002337	0.508978	0.068956	0.32322
alpha	8.093458	3.560395	0.001411	0.002701	0.546295	0.076353	0.190528
alpha	8.406504	3.686126	0.001066	0.002269	0.509892	0.068906	0.298893
alpha	8.378049	4.816325	0.000973	0.001322	0.541769	0.051882	0.373014
alpha	8.407407	3.251471	0.001211	0.002914	0.512681	0.078574	0.211047
alpha	8.356688	5.801813	0.001633	0.001164	0.564759	0.054177	0.415275
alpha	8.377358	3.419407	0.001617	0.00284	0.537598	0.080952	0.268556
alpha	8.396825	3.765333	0.001016	0.002165	0.538829	0.067175	0.183741
alpha	9.316964	5.056747	0.00011	0.000449	0.46151	0.020843	0.288041
alpha	8.221239	4.673117	0.000472	0.00098	0.496356	0.036825	0.35543
alpha	8.809322	5.375472	0.000108	0.000401	0.457863	0.018765	0.283453
alpha	8.759124	3.790039	0.000966	0.001982	0.532677	0.064405	0.268309
alpha	8.44878	4.554328	0.000574	0.001105	0.521797	0.042412	0.381271
alpha	9.135135	3.846122	0.00047	0.001436	0.498787	0.049647	0.276278
alpha	8.457143	3.850257	0.000822	0.001892	0.534793	0.062202	0.21719
alpha	8.485294	3.83366	0.000871	0.001952	0.536101	0.063571	0.214777
alpha	7.915966	3.555476	0.001139	0.002427	0.49978	0.067941	0.230828
alpha	8.132075	3.398383	0.001438	0.002858	0.516521	0.079724	0.329153
alpha	8.407407	4.680316	0.000997	0.001371	0.539804	0.052717	0.315493
alpha	8.197531	4.475807	0.00092	0.001428	0.548943	0.050916	0.22447
alpha	8.162791	4.586971	0.000816	0.001312	0.549815	0.047736	0.255561
alpha	8.191617	4.24587	0.000649	0.001454	0.535919	0.049347	0.311084
alpha	8.054054	4.245082	0.000919	0.001646	0.541388	0.055354	0.399685
alpha	7.925466	4.101786	0.000776	0.001561	0.506254	0.05	0.439618
alpha	7.969072	4.275413	0.000481	0.001234	0.5015	0.041291	0.235113
alpha	8.74359	5.312062	0.000309	0.000626	0.500623	0.028114	0.413516
alpha	8.084034	3.529839	0.001139	0.002447	0.51617	0.06939	0.232019
alpha	7.346535	4.30099	0.00198	0.002362	0.597349	0.074545	0.020014
alpha	8.141026	4.30273	0.00091	0.00154	0.533638	0.053037	0.404168
alpha	8.574074	3.436483	0.001385	0.002772	0.546434	0.080132	0.178623
alpha	7.798319	3.809571	0.001424	0.00228	0.50508	0.067934	0.342126
alpha	7.899281	4.118549	0.001147	0.001808	0.529863	0.058502	0.303777
alpha	7.870504	4.196643	0.001147	0.001775	0.538381	0.057033	0.314072
alpha	8.352	3.757677	0.001161	0.002198	0.545658	0.067355	0.257536
alpha	7.903226	3.793207	0.00118	0.002193	0.501724	0.064254	0.322444
alpha	8.107692	4.021586	0.001073	0.001957	0.550672	0.064345	0.206224
alpha	8.566372	4.34213	0.001896	0.002121	0.568204	0.076485	0.257109
alpha	7.906977	4.508236	0.001332	0.001788	0.565009	0.061773	0.249114
alpha	8.819444	4.232032	0.001166	0.001699	0.532011	0.061674	0.274586
alpha	8.285714	3.42967	0.001465	0.002854	0.546824	0.07967	0.174045
alpha	7.10828	6.989956	0.001797	0.001006	0.56354	0.047386	0.528003
alpha	7.806452	3.854052	0.001049	0.002157	0.534871	0.064241	0.273684
alpha	8.655367	4.099127	0.000642	0.00142	0.54058	0.049178	0.306346
alpha	8.340426	3.703647	0.000912	0.001974	0.514136	0.059574	0.384394
alpha	8.5	3.923056	0.000827	0.001772	0.543458	0.058522	0.287969
alpha	7.535211	4.271102	0.001199	0.001731	0.504324	0.056067	0.297369
alpha	8.241135	3.966363	0.000912	0.001844	0.555668	0.060265	0.26531
