2.160.10	1694	448	476	633	4699	1182	445	370	174	613	1161	562	188	350	31	654	97	844	794	93	78	2	115	1302	389	181	214	242	47	64	271	175	226	406	1308	77	166	133	578	168	74	187	
2.160.20	4329	1403	1431	1489	12928	3751	1967	1200	781	2004	4124	1985	829	1412	278	1989	547	2705	2872	483	172	38	287	3459	1286	649	717	766	332	284	720	678	682	1306	3519	246	424	372	1260	479	193	404	
2.160.20	4096	1214	1353	1372	12382	3444	1810	1146	565	1614	3993	1755	781	1523	203	1930	575	2821	2629	276	183	40	274	3393	1128	506	780	734	295	339	733	558	625	1259	3383	223	390	388	1201	413	169	357	
2.160.20	5679	1817	2032	1904	16227	5047	2803	1445	989	2216	5522	2342	1186	2216	376	2584	908	3611	3431	546	236	48	365	4303	1605	742	1090	930	374	516	1003	872	903	1797	4296	296	500	510	1498	580	268	447	
2.160.20	2934	863	809	1057	8348	2473	855	514	410	1467	2311	1406	259	552	81	1404	202	1651	1640	280	114	14	167	2399	817	580	387	409	118	83	352	408	540	747	2338	134	213	139	1025	245	116	379	
2.160.20	2359	751	751	830	7043	2125	1088	640	349	968	2164	901	434	896	123	943	283	1389	1531	219	86	24	181	1974	717	321	419	438	178	196	478	393	287	719	1961	131	232	252	732	283	111	223	
2.160.20	3290	1108	1052	1142	9153	3014	1301	854	429	1423	2974	1562	565	849	165	1459	359	1757	2183	361	170	21	160	2494	983	594	499	492	181	206	509	570	577	925	2574	164	316	224	868	364	127	307	
2.160.20	5119	1792	1850	1836	15009	4942	2290	1336	1089	2888	5249	2955	1272	1714	329	3010	812	3368	3451	677	281	71	276	4267	1642	991	1076	977	359	402	1006	948	1069	1659	4266	292	606	398	1524	668	261	553	
2.160.20	987	268	310	363	2506	697	327	219	105	337	822	312	128	310	18	384	102	530	418	40	48	4	35	765	227	109	142	154	41	66	170	102	117	269	729	38	109	86	277	105	28	97	
2.160.20	4095	1208	1319	1404	12302	3427	1753	1019	487	1563	3734	1755	730	1441	185	1934	541	2632	2503	294	145	36	256	3366	1131	500	718	680	270	330	738	573	607	1202	3421	228	358	371	1191	422	195	387	
2.160.20	3726	1140	1216	1246	10718	3041	1640	945	550	1453	3310	1630	678	1184	202	1704	493	2287	2319	290	158	37	246	2896	958	471	643	615	248	285	571	500	526	1003	2896	203	309	311	1006	358	159	299	
2.160.20	4139	1404	1412	1428	11989	3782	1688	1070	838	2368	3855	2186	923	1184	175	2395	550	2620	2770	520	233	43	203	3419	1238	747	710	778	259	263	798	691	705	1212	3367	237	453	320	1162	478	188	398	
2.160.20	1427	408	428	535	3668	1021	488	284	149	460	1246	412	240	456	65	497	129	726	712	55	46	11	71	1078	370	144	183	229	84	104	213	160	155	350	1084	66	142	123	397	190	59	136	
2.160.20	4018	1231	1323	1338	11884	3554	1814	1161	544	1538	3867	1610	767	1550	247	1761	517	2613	2684	338	164	46	279	3270	1148	502	698	641	297	338	711	582	579	1265	3168	205	363	369	1177	392	173	346	
2.160.20	1487	398	445	578	3919	1071	533	306	127	468	1190	414	228	472	46	533	129	799	708	56	50	12	67	1181	371	144	221	234	77	103	280	160	163	396	1220	69	172	143	451	190	54	166	
2.160.20	3773	1120	1270	1238	10969	3030	1594	947	495	1507	3610	1637	677	1331	175	1826	521	2531	2284	271	147	48	261	2959	993	429	679	612	237	308	633	499	582	1072	2946	200	333	315	990	357	139	294	
2.160.20	4197	1370	1441	1529	12308	3871	1806	1025	722	2167	4036	2187	906	1143	215	2379	610	2782	2626	463	212	43	205	3522	1243	750	832	788	292	269	779	735	892	1389	3642	239	478	337	1322	506	218	500	
2.160.20	3186	904	888	1084	9594	2888	895	655	390	1550	2777	1514	407	768	132	1512	245	2089	1960	292	152	14	199	2615	880	577	381	436	125	137	437	399	529	919	2570	114	287	177	1071	269	133	369	
2.160.20	6074	2011	1968	2103	19081	6037	2978	1738	996	2829	6028	3169	1252	2057	328	3314	789	3811	4299	707	279	51	327	5202	2004	1137	1099	1083	417	385	1120	1111	1082	1999	5178	306	604	514	1911	674	299	652	
2.160.20	4337	1557	1475	1466	12892	4314	2129	1143	807	2179	4310	2285	947	1572	239	2086	562	2861	3154	674	221	41	283	3452	1344	874	785	805	305	347	770	874	688	1329	3525	239	433	370	1146	533	236	370	
2.160.20	4164	1479	1433	1552	12028	3965	1689	997	886	2727	3889	2333	891	1128	208	2371	545	2469	2818	551	232	42	156	3499	1263	910	853	896	294	299	858	840	836	1292	3527	283	486	313	1255	575	240	482	
2.160.20	4188	1403	1396	1439	12389	4012	1685	1060	711	2360	4026	2324	965	1268	186	2461	622	2766	3063	495	228	39	228	3539	1247	789	782	849	284	250	778	709	784	1263	3580	245	402	320	1207	486	229	433	
2.160.20	4252	1402	1371	1480	12372	3810	1602	1096	733	2462	3888	2168	912	1113	211	2392	518	2648	2789	503	251	39	211	3580	1315	775	675	809	276	263	801	671	695	1235	3567	229	430	351	1255	498	205	441	
2.160.20	4984	1606	1709	1695	14788	4484	2049	1318	929	2233	4805	2342	1006	1667	240	2733	753	3408	3394	554	221	42	290	4053	1407	785	947	965	367	288	940	778	952	1644	4044	277	554	391	1399	591	222	471	
2.160.20	5324	1852	1786	1859	16823	5675	2498	1569	1065	2843	5399	2721	1264	1844	375	3006	720	3791	4023	769	301	60	301	4750	1807	1032	1028	1114	481	436	1125	1070	977	1817	4784	297	642	490	1632	728	324	566	
2.160.20	3175	974	1107	1058	8965	2631	1352	720	491	1205	3134	1244	643	1191	148	1524	441	2183	1821	296	164	31	166	2461	817	440	545	582	177	263	622	442	451	1019	2373	153	357	256	827	352	119	243	
2.160.20	5207	1799	1765	1922	15886	5123	2237	1220	1097	3085	5142	3183	1270	1391	273	3126	714	3324	3545	697	306	52	207	4533	1682	1135	1001	1053	335	345	1090	1044	1123	1692	4668	332	635	345	1671	734	277	657	
2.160.20	3857	1335	1238	1414	11571	3955	1713	1198	645	1804	3693	1992	722	1178	206	1861	406	2294	2715	523	186	26	197	3372	1310	761	667	696	259	264	727	777	729	1152	3384	223	426	328	1192	487	210	470	
2.160.20	1446	386	414	505	3754	967	394	315	145	540	1148	371	202	415	62	471	123	751	724	71	51	14	69	1071	376	132	181	198	62	99	217	151	136	323	1068	57	138	95	393	156	45	112	
2.160.20	4033	1212	1315	1330	12131	3426	1754	1041	580	1626	3741	1778	727	1452	212	1917	542	2713	2584	312	181	41	278	3260	1097	494	704	666	257	307	715	559	624	1162	3286	213	356	358	1137	393	172	334	
2.160.20	3854	1368	1256	1403	11211	3892	1602	1120	638	1927	3690	2035	822	1160	234	2000	476	2231	2673	534	201	38	196	3122	1262	809	693	746	269	267	724	791	655	1144	3250	219	456	304	1105	561	182	404	
2.160.20	5090	1800	1731	1876	15654	5254	2218	1301	1106	3105	5197	3139	1193	1317	281	3110	717	3288	3592	717	270	58	227	4465	1693	1157	1010	1089	361	297	1056	1054	1136	1662	4592	322	669	365	1609	760	282	623	
2.160.20	4052	1341	1430	1420	12104	3861	1823	1037	719	2126	4026	2177	959	1297	219	2320	641	2616	2715	475	218	37	204	3444	1209	671	848	819	306	282	806	732	812	1395	3448	236	473	337	1211	480	210	413	
2.160.20	5909	1796	1851	2083	16969	5335	2406	1430	934	2622	5418	2423	1022	1602	269	2564	685	3545	3607	529	258	55	330	4694	1691	826	978	1034	361	362	1003	812	896	1687	4723	282	608	431	1685	702	260	595	
2.160.20	6112	1807	1911	2175	17783	5285	2370	1539	915	2726	5691	2532	1060	1794	246	2673	676	3785	3652	505	271	38	333	4973	1826	837	1027	1061	336	389	1054	819	946	1772	4931	295	686	476	1812	734	284	638	
2.160.20	4413	1529	1495	1493	13156	4300	2163	1236	717	2103	4385	2237	919	1650	261	2103	617	2919	3134	598	235	46	264	3531	1381	793	813	828	338	346	756	812	693	1322	3497	243	434	370	1214	533	210	372	
2.160.20	2472	796	851	871	6983	2198	1116	624	409	1103	2455	1088	410	864	98	1091	349	1574	1549	260	115	22	136	1980	771	356	464	437	155	222	478	391	406	720	1971	147	255	234	707	271	124	229	
