2.160.10	0	0	0	0	0	0	0	140	140	140	140	140	140	141	167	213	258	319	384	457	526	598	634	662	689	709	745	795	851	899	941	991	1046	1105	1168	1234	1315	1386	1489	1574	1659	1718	1789	1880	1960	2030	2089	2166	2256	2336	2418	2492	2582	2670	2749	2835	2933	3017	3125	3231	3326	3403	3499	3578	3690	3797	3913	4012	4123	4238	4343	4444	4536	4633	4733	4831	4917	5003	5068	5176	5271	5378	5491	5591	5702	5804	5902	6012	6089	6184	6274	6369	6444	6539	6619	6702	6772	6840	6914	6990	7064	7140	7214	7291	7359	7437	7514	7586	7645	7691	7761	7819	7879	7947	8003	8067	8120	8184	8236	8296	8354	8410	8468	8516	8575	8623	8679	8719	8757	8791	8826	8868	8922	8967	8998	9032	9071	9114	9142	9174	9203	9242	9263	9293	9323	9354	9380	9407	9436	9459	9479
2.160.10	0	0	0	0	0	0	0	202	202	202	202	202	202	206	229	315	391	500	615	698	771	847	886	925	959	1006	1041	1089	1140	1191	1252	1311	1385	1472	1560	1670	1783	1896	2024	2129	2213	2312	2402	2501	2590	2686	2811	2930	3035	3139	3258	3350	3464	3583	3694	3802	3941	4054	4184	4312	4442	4584	4735	4871	4993	5115	5249	5384	5539	5678	5824	5977	6118	6256	6389	6514	6641	6769	6918	7059	7208	7360	7529	7699	7845	7998	8130	8284	8441	8578	8709	8861	9014	9152	9278	9404	9539	9681	9808	9931	10081	10227	10357	10509	10661	10809	10940	11100	11224	11360	11493	11635	11765	11900	12036	12150	12270	12406	12538	12674	12795	12934	13038	13161	13292	13443	13583	13709	13815	13961	14071	14188	14299	14417	14531	14655	14765	14867	14979	15087	15178	15282	15395	15519	15625	15727	15837	15932	16025	16118	16197
2.160.10	0	0	0	0	0	0	0	206	206	206	206	206	208	210	248	322	403	516	614	686	780	845	894	929	967	1008	1055	1110	1166	1232	1293	1361	1456	1532	1622	1717	1832	1946	2059	2176	2276	2355	2455	2557	2646	2740	2865	2986	3097	3209	3324	3439	3554	3660	3762	3869	3986	4120	4284	4408	4537	4664	4791	4925	5055	5193	5316	5473	5610	5755	5905	6028	6150	6281	6412	6548	6673	6814	6946	7062	7229	7392	7536	7688	7852	8004	8133	8272	8406	8542	8690	8838	8999	9135	9265	9407	9539	9683	9819	9952	10100	10240	10372	10507	10639	10787	10927	11048	11169	11311	11441	11582	11716	11862	11982	12118	12260	12393	12536	12666	12790	12924	13049	13177	13292	13395	13539	13674	13805	13922	14029	14166	14295	14413	14527	14645	14758	14872	14985	15096	15201	15323	15429	15526	15637	15749	15838	15944	16040	16144	16248
2.160.10	0	0	0	0	0	0	0	175	175	175	175	175	175	177	207	272	330	414	492	583	663	731	769	816	850	883	930	975	1032	1086	1141	1209	1282	1342	1416	1498	1591	1704	1805	1909	2001	2081	2172	2246	2349	2430	2521	2627	2723	2805	2902	3007	3099	3215	3308	3400	3507	3637	3742	3849	3984	4092	4199	4305	4442	4583	4716	4841	4976	5111	5241	5363	5482	5601	5738	5844	5967	6085	6217	6319	6441	6600	6710	6835	6956	7082	7193	7314	7440	7581	7704	7825	7933	8065	8160	8273	8370	8471	8567	8665	8770	8862	8955	9034	9134	9233	9334	9445	9542	9625	9713	9815	9904	9996	10078	10166	10246	10328	10415	10515	10598	10673	10756	10829	10903	10985	11070	11141	11209	11280	11345	11428	11502	11590	11653	11717	11785	11847	11903	11978	12041	12111	12181	12249	12295	12348	12419	12490	12538	12596	12646
2.160.10	0	0	0	0	0	0	0	155	155	155	155	155	155	158	188	249	295	367	429	516	596	653	702	746	782	817	850	883	931	985	1047	1115	1171	1230	1294	1354	1438	1550	1657	1750	1863	1946	2013	2096	2170	2249	2336	2433	2512	2608	2717	2809	2911	3021	3112	3198	3303	3407	3531	3653	3750	3856	3955	4063	4192	4306	4430	4548	4678	4808	4911	5031	5141	5253	5362	5465	5584	5673	5780	5904	6030	6155	6260	6384	6509	6610	6710	6809	6923	7024	7126	7220	7337	7445	7555	7630	7733	7822	7902	7986	8069	8158	8236	8331	8410	8513	8602	8670	8735	8802	8889	8970	9041	9112	9184	9249	9312	9384	9461	9530	9594	9655	9713	9777	9836	9899	9962	10012	10077	10126	10171	10206	10260	10303	10355	10405	10459	10505	10557	10611	10662	10699	10743	10791	10834	10871	10910	10942	10984	11024	11051
2.160.10	0	0	0	0	0	0	0	186	186	186	186	186	186	188	210	302	369	503	585	674	753	816	862	907	934	981	1026	1074	1139	1189	1253	1299	1358	1432	1514	1614	1726	1850	1993	2109	2218	2315	2399	2493	2560	2648	2754	2860	2969	3078	3206	3318	3424	3537	3652	3790	3906	4022	4178	4304	4429	4561	4698	4827	4971	5095	5220	5357	5481	5638	5784	5929	6070	6221	6385	6501	6640	6749	6880	7015	7134	7265	7418	7583	7733	7901	8059	8207	8364	8512	8653	8774	8920	9054	9186	9317	9465	9596	9721	9836	9959	10086	10209	10338	10466	10590	10711	10818	10940	11063	11182	11316	11425	11539	11663	11796	11926	12046	12149	12257	12353	12467	12559	12665	12775	12878	12981	13094	13191	13283	13385	13474	13572	13672	13775	13869	13982	14089	14186	14269	14347	14425	14525	14615	14701	14783	14864	14962	15050	15114	15171
2.160.10	0	0	0	0	0	0	0	128	128	128	128	128	128	131	150	181	255	327	384	440	485	519	551	585	608	641	663	702	751	810	856	902	961	1019	1070	1117	1189	1268	1350	1431	1507	1583	1643	1726	1781	1849	1923	1993	2074	2155	2233	2302	2372	2446	2516	2598	2663	2751	2837	2925	3009	3086	3169	3265	3353	3451	3548	3635	3734	3820	3920	4011	4089	4181	4265	4354	4439	4534	4611	4703	4775	4862	4957	5049	5130	5211	5295	5384	5460	5556	5631	5703	5784	5865	5936	5999	6071	6145	6213	6278	6326	6396	6453	6516	6581	6628	6680	6727	6772	6831	6876	6927	6973	7012	7056	7104	7143	7178	7229	7264	7296	7334	7377	7410	7443	7473	7501	7535	7569	7593	7611	7633	7666	7687	7707	7730	7740	7758	7779	7804	7817	7830	7849	7866	7882	7895	7908	7922	7933	7951	7966
2.160.10	0	0	0	0	0	0	0	188	188	188	188	188	188	193	213	296	365	497	581	661	746	803	849	892	925	974	1021	1071	1133	1191	1253	1311	1395	1467	1545	1637	1745	1855	1977	2104	2199	2289	2381	2475	2559	2670	2765	2870	2985	3115	3224	3334	3440	3560	3667	3790	3910	4030	4151	4307	4440	4558	4664	4806	4948	5088	5240	5384	5523	5679	5821	5972	6119	6252	6383	6511	6625	6759	6887	7052	7175	7314	7461	7599	7741	7908	8072	8226	8366	8504	8644	8783	8945	9100	9238	9384	9520	9660	9795	9917	10051	10181	10292	10393	10525	10654	10764	10899	11034	11157	11277	11391	11513	11623	11743	11869	12005	12136	12267	12366	12480	12593	12706	12813	12927	13019	13105	13206	13292	13406	13513	13622	13740	13830	13932	14023	14125	14233	14320	14406	14505	14602	14692	14791	14874	14967	15052	15144	15217	15305	15376
2.160.10	0	0	0	0	0	0	0	190	190	190	190	190	191	192	226	305	366	465	585	663	745	822	887	942	970	1001	1054	1107	1177	1249	1319	1386	1469	1570	1668	1761	1875	1981	2110	2253	2371	2485	2581	2691	2787	2884	2993	3115	3218	3336	3455	3594	3737	3860	3993	4128	4261	4389	4514	4658	4798	4930	5063	5206	5347	5487	5651	5805	5967	6158	6310	6483	6640	6790	6959	7109	7258	7394	7526	7660	7802	7956	8120	8294	8443	8610	8773	8926	9077	9234	9387	9526	9699	9849	10006	10138	10288	10414	10540	10664	10785	10913	11037	11151	11286	11419	11538	11658	11794	11943	12064	12178	12295	12402	12524	12635	12747	12869	12978	13098	13204	13309	13400	13514	13621	13720	13822	13908	14008	14122	14212	14302	14379	14468	14557	14648	14735	14838	14915	15006	15097	15199	15285	15365	15451	15522	15584	15651	15730	15795	15854
2.160.10	0	0	0	0	0	0	0	99	99	99	99	99	99	100	117	159	187	242	290	339	383	406	444	462	481	499	515	548	587	621	661	698	727	764	807	848	900	962	1024	1092	1154	1197	1250	1298	1344	1387	1438	1494	1554	1606	1655	1708	1771	1824	1876	1941	1998	2047	2108	2179	2237	2307	2368	2418	2482	2550	2619	2682	2740	2802	2877	2941	3009	3057	3113	3163	3223	3270	3330	3385	3452	3514	3571	3633	3694	3751	3800	3853	3905	3959	4003	4051	4104	4151	4201	4243	4273	4309	4343	4387	4418	4453	4488	4515	4551	4587	4609	4640	4662	4683	4704	4728	4757	4770	4786	4801	4820	4829	4853	4871	4888	4898	4913	4924	4938	4949	4954	4966	4969	4975	4984	4989	4996	4998	5002	5009	5013	5019	5022	5025	5027	5028	5030	5032	5034	5036	5038	5038	5041	5042	5043
2.160.10	0	0	0	0	0	0	0	180	180	180	180	180	180	183	209	289	387	469	559	640	711	774	815	858	894	932	983	1030	1088	1155	1205	1258	1332	1404	1486	1566	1663	1764	1877	1999	2096	2187	2272	2383	2480	2560	2658	2748	2864	2948	3047	3157	3268	3372	3498	3627	3729	3846	3977	4101	4232	4349	4472	4602	4714	4850	5003	5120	5245	5384	5528	5682	5806	5960	6069	6226	6363	6484	6609	6744	6860	6978	7120	7277	7428	7578	7728	7861	7984	8117	8253	8391	8526	8669	8809	8936	9066	9194	9319	9436	9551	9685	9808	9925	10049	10175	10285	10412	10532	10638	10746	10844	10957	11060	11193	11288	11409	11523	11634	11729	11826	11933	12048	12145	12250	12343	12420	12501	12600	12718	12819	12922	13025	13094	13172	13274	13365	13450	13535	13604	13684	13782	13861	13946	14028	14103	14185	14265	14338	14409	14482
2.160.10	0	0	0	0	0	0	0	186	186	186	186	186	186	189	215	300	380	463	563	661	745	817	872	909	958	985	1048	1122	1190	1279	1342	1402	1473	1559	1643	1735	1857	1974	2111	2223	2345	2457	2555	2661	2749	2883	2983	3101	3222	3345	3461	3579	3705	3828	3957	4076	4191	4325	4495	4628	4763	4898	5024	5175	5310	5465	5652	5802	5959	6126	6299	6454	6602	6764	6907	7058	7203	7337	7445	7591	7764	7935	8086	8230	8367	8549	8714	8868	9031	9170	9333	9489	9656	9788	9927	10063	10206	10334	10451	10558	10681	10802	10939	11051	11180	11286	11414	11532	11651	11786	11902	12020	12134	12253	12376	12476	12568	12699	12834	12945	13038	13134	13215	13306	13393	13503	13593	13705	13788	13874	13940	14022	14124	14214	14290	14386	14472	14569	14672	14761	14856	14928	15010	15076	15138	15210	15265	15328	15385	15427	15484
